"links_link","links_img_url","links_product_name","links_product_brand","links_product_brand_url","links_more_details","links_details","links_color_url_list"
"https://shop.nordstrom.com/s/mural-long-faux-fur-coat/5367494?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing%2FCoats%2C%20Jackets%20%26%20Blazers","https://n.nordstrommedia.com/id/sr3/7f627689-7532-4b2f-81ec-ad9cd0cfd850.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196","Long Faux Fur Coat","MURAL","https://shop.nordstrom.com/brands/mural--6715?origin=productBrandLink","MURAL Long Faux Fur Coat, Main, color, CARAMEL
Size Info
Oversized by design; for a closer fit, order one size down.
XS=0, S=2-4, M=6-8, L=10-12, XL=14.
Details & Care
Get on board with the rich style and softness of faux fur in this silky-smooth coat in an oversized cut.
40 1/2"" length (size Medium)
Front snap closure
Notched lapels
Dropped shoulders
Front welt pockets
Lined
100% polyester faux fur
Dry clean
Imported
Savvy
Item #5899730
Free Shipping & Returns See more","Get on board with the rich style and softness of faux fur in this silky-smooth coat in an oversized cut.",""
"https://shop.nordstrom.com/s/sam-edelman-pillow-collar-belted-puffer-coat/5384214?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing%2FCoats%2C%20Jackets%20%26%20Blazers","https://n.nordstrommedia.com/id/sr3/8cc18dd0-de2e-4570-940b-2b7e1bf1ec0e.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196","Pillow Collar Belted Puffer Coat","SAM EDELMAN","https://shop.nordstrom.com/brands/sam-edelman--4215?origin=productBrandLink","SAM EDELMAN Pillow Collar Belted Puffer Coat, Main, color, PINK
Size Info
True to size.
XXS=00, XS=0-2, S=4-6, M=8-10, L=12-14, XL=16-18 (14W), XXL=20-22 (16W).
Details & Care
Soft pillowy quilting textures this longline coat that's perfect for braving the elements.
36 1/2"" center back length
Front zip closure with snap placket
Adjustable toggle hood
Inset ribbed cuffs
Front welt pockets
Removable belt
Lined, with 100% polyester fill
100% polyester
Dry clean
Imported
Coats
Item #5911023
Free Shipping & Returns See more","Soft pillowy quilting textures this longline coat that's perfect for braving the elements.",""
"https://shop.nordstrom.com/s/blanknyc-the-essentials-faux-leather-moto-jacket/5310171?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing%2FCoats%2C%20Jackets%20%26%20Blazers","https://n.nordstrommedia.com/id/sr3/8babd424-3fd7-4cf9-8f18-84a30378777e.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196","The Essentials Faux Leather Moto Jacket","BLANKNYC","https://shop.nordstrom.com/brands/blanknyc--8779?origin=productBrandLink","BLANKNYC The Essentials Faux Leather Moto Jacket, Main, color, BLACK
Size Info
True to size.
XS=2, S=4-6, M=6-8, L=10-12, XL=14.
Details & Care
Gleaming zipper details intensify the moto attitude of a faux-leather jacket that channels street-chic attitude.
20"" length (size Medium)
Front zip closure with snap storm placket
Stand collar
Long sleeves with zip cuffs
Chest zip pocket; front zip pockets
Lined
60% polyurethane, 40% viscose
Spot clean
Imported
Savvy
Item #5864568
Free Shipping & Returns See more","Gleaming zipper details intensify the moto attitude of a faux-leather jacket that channels street-chic attitude.","https://n.nordstrommedia.com/id/sr3/d07f76ae-96de-4022-915b-6c279cea9fdc.jpeg?crop=fit&amp"
"https://shop.nordstrom.com/s/blanknyc-onto-the-next-faux-leather-drape-front-jacket-regular-plus-size/5270862?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing%2FCoats%2C%20Jackets%20%26%20Blazers","https://n.nordstrommedia.com/id/sr3/5500e10c-a78a-4921-b401-f8dbbf92fe00.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196","Onto the Next Faux Leather Drape Front Jacket","BLANKNYC","https://shop.nordstrom.com/brands/blanknyc--8779?origin=productBrandLink","BLANKNYC Onto the Next Faux Leather Drape Front Jacket, Main, color, NIGHT SHIFT
Size Info
If between sizes, order one size up.
XS=2, S=4-6, M=6-8, L=10-12, XL=14.
Details & Care
A cascading collar softens the look of this buttery faux-leather jacket that earns extra style points with its cozy color-matched interior and raw-cut finish.
22"" regular length (size Medium)
Drape collar
60% polyurethane, 40% viscose
Spot clean
Imported
Savvy
Item #5840178
Free Shipping & Returns See more","A cascading collar softens the look of this buttery faux-leather jacket that earns extra style points with its cozy color-matched interior and raw-cut finish.","https://n.nordstrommedia.com/id/sr3/4f31e982-a08e-4ce7-85e2-d53701388dc2.jpeg?crop=fit&amp"
"https://shop.nordstrom.com/s/marc-new-york-chevron-puffer-jacket/5513954?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing%2FCoats%2C%20Jackets%20%26%20Blazers","https://n.nordstrommedia.com/id/sr3/c61ee3c3-02b8-4e57-a9b5-24849b06aed4.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196","Chevron Puffer Jacket","MARC NEW YORK","https://shop.nordstrom.com/brands/marc-new-york--4770?origin=productBrandLink","MARC NEW YORK Chevron Puffer Jacket, Main, color, STORMY NIGHT
Size Info
True to size.
S=4-6, M=8-10, L=12-14, XL=16.
Details & Care
Chevron quilting with bold color blocking details this sleek jacket that will keep you feeling toasty even when the weather is bitter cold.
24 1/2"" length
Front zip closure
Ribbed stand collar
Front snap-welt pockets
Lined, with 100% polyester fill
100% nylon
Machine wash, tumble dry
Imported
Coats
Item #5917484_1
Free Shipping & Returns See more","Chevron quilting with bold color blocking details this sleek jacket that will keep you feeling toasty even when the weather is bitter cold.","https://n.nordstrommedia.com/id/sr3/b826bf84-1fd7-432a-8c71-72d899fa2228.jpeg?crop=fit&amp"
"https://shop.nordstrom.com/s/blanknyc-suede-moto-jacket/4600359?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing%2FCoats%2C%20Jackets%20%26%20Blazers","https://n.nordstrommedia.com/id/sr3/c13fb9b3-0050-432d-bed0-457d772b39f1.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196","Suede Moto Jacket","BLANKNYC","https://shop.nordstrom.com/brands/blanknyc--8779?origin=productBrandLink","BLANKNYC Suede Moto Jacket, Main, color, CORAL CEDAR
Size Info
If between sizes, order one size up.
XXS=0, XS=2, S=4-6, M=6-8, L=10-12, XL=14, XXL=16.
Details & Care
Incredibly smooth and always in style, this luscious suede jacket is a wardrobe must-have with its cool moto-inspired silhouette and gleaming hardware.
21 1/2"" length (size Medium)
Asymmetrical front-zip closure
Notched collar
Long sleeves with zip cuffs
Front zip pockets
Lined
Leather
Dry clean
Imported
Savvy
Item #5347692
Free Shipping & Returns See more","Incredibly smooth and always in style, this luscious suede jacket is a wardrobe must-have with its cool moto-inspired silhouette and gleaming hardware.","https://n.nordstrommedia.com/id/sr3/99f8f202-7b83-4663-b320-59a6263b29d4.jpeg?crop=fit&amp"
"https://shop.nordstrom.com/s/thread-supply-double-breasted-peacoat/3738126?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing%2FCoats%2C%20Jackets%20%26%20Blazers","https://n.nordstrommedia.com/id/sr3/6aa324aa-e2d7-4583-a06f-436ded444dff.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196","Double Breasted Peacoat","THREAD & SUPPLY","https://shop.nordstrom.com/brands/thread-supply--7801?origin=productBrandLink","THREAD & SUPPLY Double Breasted Peacoat, Main, color, CAMEL
Size Info
If between sizes, order one size down.
XS=000, S=00-0, M=2-4, L=6-8, XL=10-12.
Details & Care
Tortoiseshell-patterned buttons elevate a double-breasted peacoat detailed with classic button-tab cuffs.
27"" length (size Medium).
Front button closure.
Front pockets.
Lined.
Blush and Grey are 90% polyester, 10% rayon; all other colors are 65% polyester, 35% wool.
Dry clean.
By Thread & Supply; imported.
BP.
Item #834386
Free Shipping & Returns See more","Tortoiseshell-patterned buttons elevate a double-breasted peacoat detailed with classic button-tab cuffs.","https://n.nordstrommedia.com/id/sr3/d54f13a1-0d61-4f5a-847a-ee8387502513.jpeg?crop=fit&amp"
"https://shop.nordstrom.com/s/kenneth-cole-new-york-faux-fur-trim-puffer-jacket/5405953?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing%2FCoats%2C%20Jackets%20%26%20Blazers","https://n.nordstrommedia.com/id/sr3/45f961c7-d71e-4e69-99dd-7dd373404f07.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196","Faux Fur Trim Puffer Jacket","KENNETH COLE NEW YORK","https://shop.nordstrom.com/brands/kenneth-cole-new-york--1834?origin=productBrandLink","KENNETH COLE NEW YORK Faux Fur Trim Puffer Jacket, Main, color, BLACK
Size Info
True to size.
XXS=0, XS=2, S=4-6, M=8-10, L=12-14, XL=16.
Details & Care
Chevron-shaped quilting puts a contemporary twist on a classic puffer jacket styled with a removable hood trimmed in sumptuous faux fur.
Front zip closure with snap placket
Stand collar
Removable hood with faux fur trim
Long sleeves
Front zip pockets
Lined
100% polyester with 50% modacrylic, 50% acrylic faux fur
Machine wash, tumble dry
Imported
Coats
Item #5680926_1
Free Shipping & Returns See more","Chevron-shaped quilting puts a contemporary twist on a classic puffer jacket styled with a removable hood trimmed in sumptuous faux fur.","https://n.nordstrommedia.com/id/sr3/eaf1bb63-e554-4ea6-af01-018a07fd3375.jpeg?crop=fit&amp"
"https://shop.nordstrom.com/s/blanknyc-faux-leather-jacket/3485962?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing%2FCoats%2C%20Jackets%20%26%20Blazers","https://n.nordstrommedia.com/id/sr3/9532e896-f167-4e1c-b27f-c381ac0f72b7.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196","Faux Leather Jacket","BLANKNYC","https://shop.nordstrom.com/brands/blanknyc--8779?origin=productBrandLink","BLANKNYC Faux Leather Jacket, Main, color, BLACK
Size Info
Runs small; order one size up.
XS=2, S=4-6, M=6-8, L=10-12, XL=14, XXL=16.
Details & Care
Adjust your attitude with a tailored biker-babe jacket constructed with detailed seaming. Allover zip accents bring the urban edge, while a slim, feminine cut complements your curves.
21"" length (size Medium)
Front zip closure
Faux zip chest pocket
Vertical zip cuffs
Lined; shoulder pads
60% polyurethane, 40% rayon faux leather
Spot clean
Imported
Savvy
Item #683636
Free Shipping & Returns See more","Adjust your attitude with a tailored biker-babe jacket constructed with detailed seaming.",""
"https://shop.nordstrom.com/s/canada-goose-lorette-hooded-down-parka-with-genuine-coyote-fur-trim/4394237?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing%2FCoats%2C%20Jackets%20%26%20Blazers","https://n.nordstrommedia.com/id/sr3/7fddabeb-21ff-49de-a1ac-32da0fe26f4b.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196","Lorette Hooded Down Parka with Genuine Coyote Fur Trim","CANADA GOOSE","https://shop.nordstrom.com/brands/canada-goose--7437?origin=productBrandLink","CANADA GOOSE Lorette Hooded Down Parka with Genuine Coyote Fur Trim, Main, color, BLACK
Size Info
The Slim fit from Canada Goose fits close to the body to maximize mobility and maintain core warmth.
Details & Care
The spirit of rugged luxury inspires a slim-fitting, three-quarter-length parka with cozy, lightweight duck-down insulation. The removable insulated hood is trimmed with genuine coyote fur and the double-layer zipped and buttoned placket nods toward crisp military styling.
35"" length (size Medium)
Front two-way zip closure with outer button placket
Stand collar
Fixed hood with removable genuine coyote fur trim (Canada or USA)
Long sleeves with snap-tab and storm cuffs
Side welt pockets
Lined with duck down fill
85% polyester, 15% cotton
Dry clean
Made in Canada
Coats
Item #5198833
Free Shipping & Returns See more","The spirit of rugged luxury inspires a slim-fitting, three-quarter-length parka with cozy, lightweight duck-down insulation.","https://n.nordstrommedia.com/id/sr3/9888f402-af23-46ff-ba64-9e18a60a53b5.jpeg?crop=fit&amp"
"https://shop.nordstrom.com/s/blanknyc-meant-to-be-moto-jacket-with-removable-hood/4916443?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing%2FCoats%2C%20Jackets%20%26%20Blazers","https://n.nordstrommedia.com/id/sr3/49d1f64c-2e89-41f8-8e14-01330917ba44.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196","Meant to Be Moto Jacket with Removable Hood","BLANKNYC","https://shop.nordstrom.com/brands/blanknyc--8779?origin=productBrandLink","BLANKNYC Meant to Be Moto Jacket with Removable Hood, Main, color, EVERGREEN
Size Info
True to size.
XS=2, S=4-6, M=6-8, L=10-12, XL=14, XXL=16.
Details & Care
A soft removable hood throws casual flair onto an edgy faux leather moto styled with glinting zips.
21"" length (size Medium)
Front zip closure
Notch collar
Long sleeves
Removable hood
Front zip pockets
Zip detail at sleeves
Lined
60% polyurethane, 40% viscose
Hand wash, dry flat
Imported
Savvy
Item #5591223
Free Shipping & Returns See more","A soft removable hood throws casual flair onto an edgy faux leather moto styled with glinting zips.","https://n.nordstrommedia.com/id/sr3/3c67e634-9787-4ed1-bb01-24b249ed5003.jpeg?crop=fit&amp"
